ID,transaction_date,amount,purchase_index
6131,2014-06-17,29.55,12
6131,2014-06-17,27.38,13
6131,2014-07-10,27.92,14
6233,2012-10-15,27.47,1
6233,2012-10-23,51.03,2
6233,2012-10-24,40.08,3
6233,2012-12-25,56.41,4
6233,2013-01-31,35.2,5
6233,2013-02-19,38.74,6
6233,2013-04-12,28.14,7
6233,2013-06-08,29.19,8
6233,2013-07-09,31.38,9
6233,2013-08-01,47.88,10
6233,2013-08-10,59.84,11
6233,2013-10-09,40.9,12
6233,2013-11-23,41.95,13
6233,2014-01-22,45.1,14
6233,2014-02-03,46.05,15
6233,2014-03-20,43.01,16
6233,2014-04-18,36.67,17
6233,2014-04-28,37.07,18
6233,2014-05-27,50.85,19
6233,2014-07-19,31.62,20
6233,2014-08-01,33.13,21
6233,2014-08-01,36.45,22
6233,2014-08-14,44.37,23
6233,2014-09-14,29.46,24
4148,2012-10-05,33.02,1
4148,2012-11-19,22.9,2
4148,2013-02-01,26.82,3
4148,2013-03-10,30.64,4
4148,2013-03-13,27.25,5
4148,2013-09-30,22.31,6
4148,2013-10-20,24.97,7
4148,2013-11-26,18.29,8
4148,2014-01-29,34.01,9
4148,2014-02-05,22.04,10
4148,2014-02-20,25.47,11
4148,2014-07-07,18.28,12
4947,2012-10-10,95.38,1
4947,2012-10-31,87.28,2
4947,2012-11-13,107.84,3
4947,2013-02-17,76.5,4
4947,2013-04-01,109.85,5
4947,2013-04-01,87.93,6
4947,2013-05-03,76.38,7
4947,2013-05-13,92.98,8
4947,2013-09-15,74.89,9
4947,2013-09-18,53.76,10
4947,2013-10-11,91.76,11
4947,2013-10-23,82.09,12
4947,2013-10-24,92.62,13
4947,2013-11-18,121.19,14
4947,2013-12-22,58.77,15
4947,2014-01-04,67.48,16
4947,2014-01-23,73.06,17
4947,2014-02-25,58.81,18
4947,2014-04-03,103.54,19
4947,2014-04-08,102.25,20
4947,2014-05-01,146.92,21
4947,2014-05-08,81.48,22
4947,2014-08-22,52.25,23
3225,2013-04-01,22.4,1
3225,2013-04-29,20.72,2
3225,2013-08-29,22.45,3
3225,2013-10-13,17.24,4
3225,2013-10-27,33.89,5
3225,2014-01-23,23.83,6
3225,2014-02-12,15.22,7
3225,2014-03-15,19.94,8
3225,2014-03-25,27.03,9
3225,2014-07-26,16.27,10
7540,2014-05-25,27.56,1
7540,2014-06-27,23.54,2
7540,2014-07-24,20.95,3
7540,2014-07-27,17.12,4
7540,2014-07-28,27.29,5
7540,2014-08-03,24.24,6
7540,2014-08-03,25.99,7
7540,2014-08-04,17.42,8
7540,2014-08-07,34.64,9
7540,2014-08-11,23.79,10
7540,2014-08-14,22.45,11
10648,2012-10-14,74.63,1
10648,2012-10-15,71.15,2
10648,2012-11-04,38.52,3
10648,2013-01-09,53.46,4
10648,2013-03-18,55.31,5
10648,2013-06-18,64.51,6
10648,2013-07-16,98.52,7
10648,2013-07-27,39.58,8
10648,2013-07-27,77.39,9
10648,2013-09-20,92.96,10
10648,2013-10-22,59.61,11
10648,2013-11-28,62.3,12
10648,2014-01-11,107.1,13
10648,2014-02-01,80.04,14
10648,2014-02-02,72.94,15
10648,2014-03-26,72.22,16
10648,2014-03-29,58.83,17
10648,2014-07-19,77.92,18
1992,2014-01-01,64.84,1
1992,2014-03-01,40.44,2
1992,2014-04-07,76.08,3
1992,2014-04-23,57.26,4
1992,2014-05-20,63.02,5
1992,2014-06-15,52.66,6
1992,2014-07-08,92.89,7
1992,2014-07-23,63.88,8
1992,2014-07-29,77.76,9
1992,2014-07-31,96.39,10
1992,2014-08-11,56.74,11
1992,2014-10-03,85.04,12
7851,2013-09-22,29.15,1
7851,2013-10-31,36.46,2
7851,2013-11-14,57.96,3
7851,2013-11-18,34.77,4
7851,2013-11-24,28.32,5
7851,2013-12-03,34.88,6
7851,2013-12-07,46.12,7
7851,2013-12-10,50.37,8
7851,2013-12-16,38.01,9
7851,2014-01-25,61.39,10
7851,2014-02-27,36.88,11
7851,2014-03-03,20.93,12
7851,2014-03-18,39.87,13
7851,2014-03-25,39.58,14
7851,2014-03-29,48.1,15
7851,2014-03-30,32.32,16
7851,2014-04-27,22.82,17
7851,2014-05-03,42.46,18
7851,2014-06-30,40.27,19
7851,2014-07-14,39.64,20
7851,2014-08-06,23.7,21
8594,2014-01-28,10.92,1
8594,2014-04-02,22.25,2
8594,2014-04-13,22.15,3
8594,2014-06-04,10.55,4
8594,2014-06-30,18.24,5
8594,2014-07-31,22.71,6
8594,2014-09-10,14.17,7
2815,2014-02-24,12.53,1
2815,2014-05-23,7.53,2
2815,2014-05-24,11.58,3
2815,2014-06-10,17.15,4
2815,2014-07-19,11.55,5
2815,2014-07-24,9.7,6
2815,2014-08-20,12.96,7
2416,2014-03-03,46.86,1
2416,2014-03-27,75.34,2
2416,2014-04-11,59.72,3
2416,2014-04-28,43.77,4
2416,2014-05-02,104.16,5
2416,2014-05-13,77.11,6
2416,2014-05-13,62.71,7
2416,2014-05-16,56.13,8
2416,2014-05-22,60.68,9
2416,2014-05-23,76.63,10
2416,2014-05-24,69.91,11
2416,2014-05-29,59.66,12
2416,2014-06-04,72.41,13
2416,2014-06-09,72.53,14
2416,2014-06-14,94.16,15
2416,2014-06-14,50.88,16
2416,2014-07-04,54.25,17
2416,2014-07-12,63.88,18
2416,2014-07-14,87.22,19
7999,2013-04-23,126.12,1
7999,2013-05-25,94.64,2
7999,2013-06-14,86.95,3
7999,2013-07-09,145.05,4
7999,2013-07-13,155.92,5
7999,2013-09-13,80.55,6
7999,2013-10-22,95.75,7
7999,2013-12-01,68.87,8
7999,2013-12-12,126.11,9
7999,2013-12-22,107.8,10
7999,2014-01-23,129.84,11
7999,2014-03-07,93.26,12
7999,2014-03-09,89.57,13
7999,2014-03-20,75.59,14
7999,2014-05-30,146.08,15
7999,2014-09-18,103.9,16
9213,2012-10-31,3.74,1
9213,2013-06-06,3.66,2
9213,2014-09-22,4.61,3
9697,2014-03-06,32.31,1
9697,2014-04-05,41.74,2
9697,2014-05-01,20.95,3
9697,2014-05-19,32.76,4
9697,2014-05-22,39.31,5
9697,2014-05-24,34.83,6
9697,2014-05-26,42.27,7
9697,2014-05-27,21.87,8
9697,2014-05-31,38.67,9
9697,2014-06-10,25.5,10
9697,2014-06-16,36.2,11
9697,2014-06-20,31.73,12
9697,2014-06-22,30.65,13
9697,2014-06-23,24.89,14
9697,2014-06-26,22.59,15
9697,2014-07-02,30.17,16
9697,2014-07-11,30.58,17
3916,2012-10-10,37.12,1
3916,2012-11-11,29.77,2
3916,2012-11-28,37.71,3
3916,2013-01-02,32.14,4
3916,2013-01-16,40.79,5
3916,2013-03-25,22.61,6
3916,2013-04-20,42.78,7
3916,2013-05-05,38.01,8
3916,2013-05-31,44.26,9
3916,2013-07-25,39.74,10
3916,2013-08-21,48.36,11
3916,2013-10-04,42.2,12
3916,2013-10-11,31.4,13
3916,2013-10-19,28.94,14
3916,2014-01-11,44.62,15
3916,2014-01-16,28.9,16
3916,2014-02-12,40.27,17
3916,2014-03-02,35.84,18
3916,2014-04-27,64.84,19
3916,2014-05-04,26.69,20
3916,2014-05-24,39.49,21
3916,2014-07-05,35.52,22
2021,2013-03-27,37.92,1
2021,2013-04-05,38.54,2
2021,2013-04-16,64.65,3
2021,2013-04-25,40.23,4
2021,2013-04-29,34.38,5
2021,2013-05-01,44.09,6
2021,2013-06-07,65.3,7
2021,2013-06-08,34.0,8
2021,2013-06-19,41.13,9
2021,2013-07-20,58.82,10
2021,2013-07-27,55.57,11
2021,2013-07-29,64.57,12
2021,2013-09-12,42.06,13
2021,2013-09-14,38.75,14
2021,2013-10-20,34.74,15
2021,2013-10-25,61.52,16
2021,2013-11-08,28.13,17
2021,2013-11-13,27.15,18
2021,2013-12-04,57.86,19
2021,2013-12-19,25.83,20
2021,2014-01-01,35.78,21
2021,2014-01-19,41.1,22
2021,2014-02-13,67.91,23
2021,2014-03-03,38.75,24
2021,2014-03-03,42.3,25
2021,2014-04-22,61.28,26
2021,2014-04-23,43.23,27
2021,2014-07-30,38.13,28
2021,2014-08-19,35.29,29
1581,2013-10-10,4.62,1
1581,2014-05-17,4.28,2
1581,2014-09-17,5.09,3
564,2012-11-21,27.2,1
564,2012-11-26,42.33,2
564,2012-12-13,55.62,3
564,2013-02-08,24.81,4
564,2013-02-21,29.83,5
564,2013-02-28,36.24,6
564,2013-05-03,43.73,7
564,2013-09-02,49.89,8
564,2013-09-07,57.24,9
564,2013-09-08,46.98,10
564,2013-09-14,22.58,11
564,2013-10-08,35.36,12
564,2013-11-03,38.95,13
564,2013-11-18,41.2,14
564,2014-01-18,29.71,15
564,2014-02-04,51.53,16
564,2014-03-05,33.54,17
564,2014-03-22,35.38,18
564,2014-04-14,33.72,19
564,2014-05-05,45.17,20
564,2014-06-11,30.32,21
564,2014-06-20,31.87,22
564,2014-07-16,54.81,23
6619,2013-01-02,8.31,1
6619,2013-03-29,10.61,2
6619,2013-05-01,9.62,3
6619,2014-07-06,11.47,4
9081,2014-05-18,3.66,1
9081,2014-07-20,4.52,2
9081,2014-07-22,3.6,3
9081,2014-08-08,4.22,4
178,2013-02-18,34.56,1
178,2013-03-07,60.74,2
178,2013-03-18,56.18,3
178,2013-04-01,45.63,4
178,2013-06-15,30.29,5
178,2013-07-03,31.8,6
178,2013-07-11,40.39,7
178,2013-09-08,46.93,8
178,2013-09-27,35.27,9
178,2013-11-17,39.98,10
178,2013-11-21,41.06,11
178,2014-01-04,29.43,12
178,2014-01-11,32.19,13
178,2014-01-24,38.8,14
178,2014-01-25,36.85,15
178,2014-02-06,35.57,16
178,2014-02-15,20.32,17
178,2014-03-12,31.17,18
178,2014-03-31,37.05,19
178,2014-05-27,37.24,20
178,2014-06-22,38.22,21
178,2014-08-26,56.31,22
916,2014-05-09,6.75,1
916,2014-07-11,6.42,2
916,2014-07-19,8.8,3
916,2014-07-30,7.03,4
5512,2014-05-23,28.58,1
5512,2014-06-24,24.87,2
5512,2014-06-28,30.86,3
5512,2014-07-24,22.28,4
5512,2014-08-12,39.29,5
5512,2014-08-14,28.9,6
5512,2014-08-15,34.81,7
5512,2014-08-17,28.65,8
5512,2014-08-25,19.58,9
5512,2014-08-27,34.27,10
5512,2014-08-27,50.65,11
5512,2014-09-06,36.36,12
5512,2014-09-07,26.64,13
5512,2014-09-12,19.64,14
5512,2014-09-15,31.72,15
5512,2014-09-16,36.89,16
8970,2012-10-23,40.1,1
8970,2012-12-08,24.17,2
8970,2012-12-08,29.46,3
8970,2013-02-02,18.72,4
8970,2013-02-16,29.1,5
8970,2013-04-27,33.36,6
8970,2013-06-01,40.77,7
8970,2013-06-29,24.01,8
8970,2013-08-18,27.67,9
8970,2013-09-26,33.6,10
8970,2014-01-11,22.21,11
8970,2014-05-29,43.32,12
8970,2014-06-15,15.84,13
8970,2014-06-20,35.02,14
8970,2014-07-04,20.63,15
10581,2012-10-31,36.82,1
10581,2012-11-20,30.87,2
10581,2012-12-11,26.86,3
10581,2013-01-11,29.52,4
10581,2013-01-30,22.46,5
10581,2013-02-20,29.56,6
10581,2013-02-26,22.07,7
10581,2013-05-21,19.41,8
10581,2013-09-04,21.48,9
10581,2013-09-20,29.03,10
10581,2014-03-08,30.22,11
10581,2014-03-19,27.02,12
10581,2014-04-18,26.37,13
10581,2014-08-25,35.3,14
5300,2013-12-30,8.35,1
5300,2014-03-05,10.83,2
5300,2014-06-06,7.15,3
5300,2014-06-10,11.25,4
5300,2014-08-06,8.42,5
5154,2013-08-11,8.85,1
5154,2014-01-21,15.4,2
5154,2014-02-05,8.16,3
5154,2014-02-14,8.24,4
5154,2014-08-12,13.36,5
8346,2012-10-26,14.7,1
8346,2012-11-15,26.95,2
8346,2013-05-22,19.08,3
8346,2013-05-28,24.88,4
8346,2013-09-25,19.04,5
8346,2013-10-02,30.09,6
8346,2014-01-10,21.1,7
8346,2014-05-25,14.09,8
8346,2014-06-05,28.88,9
8346,2014-09-09,25.18,10
1676,2013-10-30,22.97,1
1676,2013-12-28,29.72,2
1676,2014-01-01,21.76,3
1676,2014-02-11,26.55,4
1676,2014-03-16,17.46,5
1676,2014-04-12,28.55,6
1676,2014-04-16,20.86,7
1676,2014-05-04,21.79,8
1676,2014-06-13,21.95,9
1676,2014-07-04,26.9,10
1676,2014-09-05,22.5,11
9286,2012-10-10,45.96,1
9286,2012-11-01,36.53,2
9286,2012-11-24,48.06,3
9286,2012-12-03,34.25,4
9286,2013-02-16,35.63,5
9286,2013-02-23,34.44,6
9286,2013-02-25,33.49,7
9286,2013-04-24,50.54,8
9286,2013-04-28,38.64,9
9286,2013-06-29,38.29,10
9286,2013-08-11,36.26,11
9286,2013-08-27,53.11,12
9286,2013-10-04,61.87,13
9286,2013-10-21,33.36,14
9286,2013-11-11,42.61,15
9286,2013-12-09,30.35,16
9286,2014-02-02,44.06,17
9286,2014-07-04,31.54,18
2426,2012-10-07,29.57,1
2426,2012-10-20,32.47,2
2426,2012-10-25,39.84,3
2426,2012-11-06,40.76,4
2426,2012-12-27,54.12,5
2426,2012-12-29,28.73,6
2426,2013-02-05,34.41,7
2426,2013-02-28,23.65,8
2426,2013-04-06,40.2,9
2426,2013-06-04,20.53,10
2426,2013-06-15,28.41,11
2426,2013-06-28,32.44,12
2426,2013-07-22,29.97,13
2426,2013-09-02,31.87,14
2426,2013-09-07,27.34,15
2426,2013-10-06,40.42,16
2426,2013-10-08,23.92,17
2426,2013-10-29,19.49,18
2426,2013-12-05,34.34,19
2426,2013-12-18,34.91,20
2426,2014-02-27,36.1,21
2426,2014-03-03,21.75,22
2426,2014-04-10,24.5,23
2426,2014-05-04,34.69,24
2426,2014-05-15,21.23,25
2426,2014-06-09,23.07,26
2426,2014-07-13,35.24,27
2426,2014-08-31,33.04,28
5562,2013-06-26,47.88,1
5562,2013-07-25,20.91,2
5562,2013-07-28,28.91,3
5562,2013-08-17,49.81,4
5562,2013-09-28,32.1,5
5562,2013-09-29,25.77,6
5562,2013-10-19,34.24,7
5562,2014-01-09,25.78,8
5562,2014-02-12,23.07,9
5562,2014-02-15,35.94,10
5562,2014-03-11,34.62,11
5562,2014-03-11,43.51,12
5562,2014-03-26,24.59,13
5562,2014-04-07,28.57,14
5562,2014-04-17,55.45,15
5562,2014-04-29,29.39,16
5562,2014-05-14,47.27,17
5562,2014-06-11,25.28,18
5562,2014-07-05,31.89,19
3436,2014-01-26,4.7,1
3436,2014-04-22,5.09,2
3436,2014-07-28,4.64,3
3436,2014-09-11,4.58,4
3921,2012-10-28,17.07,1
3921,2012-12-18,18.77,2
3921,2013-07-21,17.3,3
3921,2013-10-01,18.52,4
3921,2013-10-22,18.37,5
3921,2013-12-29,33.9,6
3921,2014-01-15,18.63,7
3921,2014-03-22,28.22,8
3921,2014-07-01,20.22,9
3403,2012-10-24,91.34,1
3403,2012-11-07,83.53,2
3403,2012-11-09,84.36,3
3403,2012-12-24,79.56,4
3403,2012-12-26,90.29,5
3403,2013-03-24,82.45,6
3403,2013-04-06,102.99,7
3403,2013-04-16,92.45,8
3403,2013-04-27,72.42,9
3403,2013-06-28,99.99,10
3403,2013-07-06,88.12,11
3403,2013-07-12,122.51,12
3403,2013-11-08,74.8,13
3403,2013-11-10,112.1,14
3403,2013-11-27,176.66,15
3403,2013-12-11,133.9,16
3403,2013-12-31,165.1,17
3403,2014-08-30,82.28,18
3403,2014-09-24,123.16,19
22,2012-12-03,32.6,1
22,2012-12-22,24.63,2
22,2013-02-04,36.74,3
22,2013-02-11,26.17,4
22,2013-02-13,26.95,5
22,2013-05-22,25.28,6
22,2013-08-22,17.63,7
22,2013-10-20,16.82,8
22,2013-11-17,29.61,9
22,2014-02-22,14.7,10
22,2014-04-23,16.87,11
22,2014-06-28,27.0,12
10965,2013-02-22,51.84,1
10965,2013-03-10,80.22,2
10965,2013-03-11,73.59,3
10965,2013-03-28,76.52,4
10965,2013-05-18,64.88,5
10965,2013-05-29,82.32,6
10965,2013-06-30,138.65,7
10965,2013-07-12,114.8,8
10965,2013-09-14,62.06,9
10965,2013-11-29,93.56,10
10965,2013-12-04,44.8,11
10965,2013-12-28,72.66,12
10965,2014-01-12,97.35,13
10965,2014-02-21,75.11,14
10965,2014-02-22,47.27,15
10965,2014-03-01,72.38,16
10965,2014-03-17,81.69,17
10965,2014-03-27,95.33,18
10965,2014-04-16,91.47,19
10965,2014-04-16,58.37,20
10965,2014-07-25,107.13,21
9426,2013-01-12,70.99,1
9426,2013-03-01,75.47,2
9426,2013-06-16,94.74,3
9426,2013-10-10,79.87,4
9426,2013-11-01,89.56,5
9426,2013-11-17,43.22,6
9426,2013-11-24,55.75,7
9426,2014-01-09,80.12,8
9426,2014-01-20,46.5,9
9426,2014-02-12,67.34,10
9426,2014-07-20,66.43,11
6605,2013-11-27,32.09,1
6605,2013-12-23,28.63,2
6605,2013-12-26,29.64,3
6605,2013-12-26,49.33,4
6605,2014-02-02,41.42,5
6605,2014-02-02,34.97,6
6605,2014-02-18,30.39,7
6605,2014-02-19,27.56,8
6605,2014-02-23,29.21,9
6605,2014-03-23,29.55,10
6605,2014-03-27,31.29,11
6605,2014-05-03,35.5,12
6605,2014-05-04,41.11,13
6605,2014-05-08,43.38,14
6605,2014-05-23,31.75,15
6605,2014-06-21,36.16,16
6605,2014-06-25,37.59,17
6605,2014-07-04,32.34,18
6605,2014-07-12,34.1,19
3136,2013-04-13,25.29,1
3136,2013-05-18,48.63,2
3136,2013-05-23,28.68,3
3136,2013-06-03,41.28,4
3136,2013-06-18,30.19,5
3136,2013-10-18,22.35,6
3136,2013-11-06,32.77,7
3136,2014-02-15,37.21,8
3136,2014-02-26,29.15,9
3136,2014-03-05,23.62,10
3136,2014-03-12,25.46,11
3136,2014-03-15,33.38,12
3136,2014-03-31,49.41,13
3136,2014-04-24,27.66,14
3136,2014-05-01,30.78,15
3136,2014-05-11,38.7,16
3136,2014-05-29,27.68,17
3136,2014-06-02,49.71,18
3136,2014-07-09,49.04,19
8737,2014-04-05,9.48,1
8737,2014-07-09,8.31,2
8737,2014-08-05,8.98,3
8737,2014-08-23,8.61,4
8737,2014-09-13,5.61,5
11088,2013-04-21,60.58,1
11088,2013-05-07,91.93,2
11088,2013-06-18,122.38,3
11088,2013-07-02,86.67,4
11088,2013-07-05,116.21,5
11088,2013-07-09,94.95,6
11088,2013-07-17,84.17,7
11088,2013-07-21,137.74,8
11088,2013-09-04,97.16,9
11088,2013-12-19,105.63,10
11088,2014-01-06,108.28,11
11088,2014-01-28,136.92,12
11088,2014-04-13,80.37,13
11088,2014-05-05,95.93,14
11088,2014-05-27,95.0,15
11088,2014-05-31,138.01,16
11088,2014-07-14,147.08,17
716,2014-05-22,32.26,1
716,2014-06-11,31.67,2
716,2014-07-13,45.74,3
716,2014-07-17,28.28,4
716,2014-07-18,38.91,5
716,2014-07-22,32.02,6
716,2014-07-23,45.22,7
716,2014-07-23,68.85,8
716,2014-07-24,46.21,9
716,2014-07-27,33.02,10
716,2014-07-27,33.97,11
716,2014-07-27,44.21,12
716,2014-07-28,35.19,13
716,2014-07-29,46.15,14
716,2014-07-29,34.37,15
716,2014-07-29,40.67,16
716,2014-07-30,42.96,17
716,2014-07-30,55.25,18
716,2014-07-30,45.08,19
716,2014-07-31,51.95,20
716,2014-08-01,31.93,21
716,2014-08-01,42.29,22
716,2014-08-02,35.59,23
716,2014-08-03,34.18,24
466,2013-04-03,39.75,1
466,2013-05-10,28.06,2
466,2013-05-13,52.51,3
466,2013-05-17,29.72,4
466,2013-07-24,42.38,5
466,2013-08-27,36.53,6
466,2013-09-01,36.82,7
466,2013-10-25,25.17,8
466,2013-11-08,41.8,9
466,2013-12-05,30.19,10
466,2014-02-19,24.19,11
466,2014-03-18,29.86,12
466,2014-03-22,21.44,13
466,2014-04-14,26.82,14
466,2014-06-01,31.96,15
466,2014-06-14,38.85,16
466,2014-06-22,70.19,17
466,2014-07-07,34.28,18
466,2014-07-08,53.59,19
466,2014-09-26,30.87,20
9135,2013-01-04,8.78,1
9135,2013-03-04,11.06,2
9135,2013-04-28,7.47,3
9135,2014-07-05,12.69,4
10623,2013-11-15,9.09,1
10623,2014-07-07,7.22,2
10623,2014-07-10,7.95,3
10623,2014-10-03,7.74,4
8151,2012-12-29,20.64,1
8151,2013-02-23,12.62,2
8151,2013-03-19,20.1,3
8151,2013-07-10,21.86,4
8151,2013-09-08,19.14,5
8151,2014-05-05,18.6,6
8151,2014-06-23,24.89,7
8151,2014-09-29,17.15,8
5140,2012-10-17,102.59,1
5140,2012-10-24,73.92,2
5140,2012-12-01,70.77,3
5140,2013-01-08,57.1,4
5140,2013-02-01,55.02,5
5140,2013-02-08,67.83,6
5140,2013-03-15,68.49,7
5140,2013-04-03,49.66,8
5140,2013-04-20,59.19,9
5140,2013-05-19,55.92,10
5140,2013-05-24,69.59,11
5140,2013-06-21,58.11,12
5140,2013-06-29,69.08,13
5140,2013-10-22,56.64,14
5140,2014-01-21,74.28,15
5140,2014-02-20,66.81,16
5140,2014-03-16,70.06,17
5140,2014-04-26,83.35,18
5140,2014-07-31,83.58,19
4945,2012-11-07,61.69,1
4945,2012-12-14,39.97,2
4945,2012-12-16,34.58,3
4945,2012-12-18,52.97,4
4945,2012-12-25,31.66,5
4945,2013-01-06,48.07,6
4945,2013-01-21,47.9,7
4945,2013-02-07,35.1,8
4945,2013-02-17,46.33,9
4945,2013-03-18,44.38,10
4945,2013-05-05,29.62,11
4945,2013-05-05,45.62,12
4945,2013-05-20,41.6,13
4945,2013-06-18,31.55,14
4945,2013-06-27,40.72,15
4945,2013-07-03,45.39,16
4945,2013-07-04,44.94,17
4945,2013-07-11,58.65,18
4945,2013-07-25,38.99,19
4945,2013-08-20,29.23,20
4945,2013-09-09,35.23,21
4945,2013-10-21,35.89,22
4945,2013-10-24,52.37,23
4945,2014-02-23,39.6,24
4945,2014-06-28,55.7,25
4945,2014-09-06,34.25,26
10584,2013-12-02,35.24,1
10584,2013-12-22,37.45,2
10584,2013-12-27,38.05,3
10584,2014-01-06,41.4,4
10584,2014-01-28,40.53,5
10584,2014-02-03,36.48,6
10584,2014-03-02,24.18,7
10584,2014-03-21,61.31,8
10584,2014-03-26,44.28,9
10584,2014-04-06,29.09,10
10584,2014-04-07,62.48,11
10584,2014-04-13,55.57,12
10584,2014-04-24,28.99,13
10584,2014-05-04,44.3,14
10584,2014-05-07,23.09,15
10584,2014-06-07,36.41,16
10584,2014-06-07,35.8,17
10584,2014-06-09,46.94,18
10584,2014-06-13,27.61,19
10584,2014-06-17,45.36,20
10584,2014-06-25,37.24,21
10584,2014-07-02,56.39,22
10584,2014-07-20,27.81,23
6071,2013-07-19,58.56,1
6071,2013-08-22,62.25,2
6071,2013-08-27,28.08,3
6071,2013-09-13,31.73,4
6071,2013-09-21,72.27,5
6071,2013-10-22,59.04,6
6071,2013-10-31,67.26,7
6071,2013-10-31,40.05,8
6071,2013-11-14,61.78,9
6071,2014-01-01,79.89,10
6071,2014-01-02,86.6,11
6071,2014-02-11,31.87,12
6071,2014-02-14,39.29,13
6071,2014-03-02,35.57,14
6071,2014-03-14,38.2,15
6071,2014-03-27,41.53,16
6071,2014-04-08,63.98,17
6071,2014-04-18,51.57,18
6071,2014-05-10,32.25,19
6071,2014-06-08,48.15,20
6071,2014-07-20,43.09,21
3386,2013-06-21,22.27,1
3386,2013-08-22,17.6,2
3386,2013-10-28,16.24,3
3386,2013-11-19,10.09,4
3386,2013-12-08,17.22,5
3386,2014-04-08,21.58,6
3386,2014-07-26,12.0,7
8939,2012-12-16,21.22,1
8939,2013-01-30,33.09,2
8939,2013-01-31,25.4,3
8939,2013-02-05,30.55,4
8939,2013-03-22,36.24,5
8939,2013-05-13,40.33,6
8939,2013-07-24,29.62,7
8939,2013-09-10,29.66,8
8939,2013-09-25,45.1,9
8939,2014-01-30,34.03,10
8939,2014-02-17,37.48,11
8939,2014-03-07,36.4,12
8939,2014-04-03,37.82,13
8939,2014-04-09,46.82,14
8939,2014-04-15,38.64,15
8939,2014-04-20,46.42,16
8939,2014-06-11,40.08,17
8939,2014-08-06,41.84,18
8939,2014-08-17,20.25,19
9925,2013-05-25,16.99,1
9925,2013-07-11,18.52,2
9925,2013-09-28,21.13,3
9925,2013-11-02,17.67,4
9925,2013-11-23,16.18,5
9925,2014-01-11,25.78,6
9925,2014-02-28,19.59,7
9925,2014-06-08,20.29,8
9925,2014-06-30,28.85,9
4320,2013-03-28,41.82,1
4320,2013-05-03,31.5,2
4320,2013-05-11,71.68,3
4320,2013-05-19,30.69,4
4320,2013-05-29,22.91,5
4320,2013-05-31,28.64,6
4320,2013-07-07,55.8,7
4320,2013-07-09,53.73,8
4320,2013-08-03,33.8,9
4320,2013-11-05,38.82,10
4320,2013-11-17,44.29,11
4320,2013-11-29,27.97,12
4320,2013-12-02,49.81,13
4320,2013-12-23,35.62,14
4320,2014-01-27,28.24,15
4320,2014-02-05,32.28,16
4320,2014-03-10,34.68,17
4320,2014-04-03,29.14,18
4320,2014-06-27,56.78,19
4320,2014-06-27,37.26,20
4320,2014-07-02,41.08,21
4320,2014-09-29,25.44,22
5389,2013-10-20,25.99,1
5389,2013-11-22,24.69,2
5389,2013-12-18,24.36,3
5389,2014-01-09,35.84,4
5389,2014-03-06,25.12,5
5389,2014-03-10,30.16,6
5389,2014-03-26,21.29,7
5389,2014-04-05,19.63,8
5389,2014-05-08,30.77,9
5389,2014-05-12,40.21,10
5389,2014-05-24,26.62,11
5389,2014-06-05,19.14,12
5389,2014-07-04,17.17,13
6036,2014-03-17,56.78,1
6036,2014-03-20,93.01,2
6036,2014-03-21,117.59,3
6036,2014-05-03,107.88,4
6036,2014-05-22,142.15,5
6036,2014-05-30,124.41,6
6036,2014-06-01,120.38,7
6036,2014-06-02,87.49,8
6036,2014-06-05,86.48,9
6036,2014-06-08,105.81,10
6036,2014-06-08,90.42,11
6036,2014-06-17,90.6,12
6036,2014-06-20,148.85,13
6036,2014-06-26,94.21,14
6036,2014-06-26,87.92,15
6036,2014-07-01,114.29,16
6036,2014-07-01,97.72,17
6036,2014-07-19,103.02,18
182,2013-05-11,25.37,1
182,2013-06-09,29.04,2
182,2013-07-09,26.99,3
182,2014-01-03,17.46,4
182,2014-01-04,38.01,5
182,2014-01-06,22.45,6
182,2014-01-19,28.77,7
182,2014-02-11,28.59,8
182,2014-03-14,36.95,9
182,2014-03-16,22.63,10
182,2014-03-18,24.72,11
182,2014-04-27,21.07,12
182,2014-08-04,22.94,13
203,2013-04-14,80.38,1
203,2013-05-23,86.91,2
203,2013-06-11,102.6,3
203,2013-06-12,117.65,4
203,2013-06-21,98.72,5
203,2013-07-19,88.59,6
203,2013-08-01,87.25,7
203,2013-08-06,113.5,8
203,2013-10-12,96.34,9
203,2014-01-17,73.33,10
203,2014-01-18,100.03,11
203,2014-01-21,73.83,12
203,2014-01-27,121.1,13
203,2014-02-13,103.3,14
203,2014-02-14,90.39,15
203,2014-02-14,97.97,16
203,2014-03-10,79.9,17
203,2014-04-03,100.78,18
203,2014-04-16,131.15,19
203,2014-04-16,104.79,20
203,2014-08-19,113.48,21
11025,2013-02-03,13.27,1
11025,2013-05-25,19.55,2
11025,2013-06-14,13.05,3
11025,2013-06-16,16.14,4
11025,2013-10-04,23.35,5
11025,2013-11-25,17.58,6
11025,2014-09-26,15.07,7
10203,2013-06-30,7.42,1
10203,2014-02-10,7.12,2
10203,2014-03-02,8.03,3
10203,2014-07-20,8.44,4
4607,2013-08-23,35.12,1
4607,2013-09-13,48.33,2
4607,2013-10-21,36.81,3
4607,2013-11-29,56.37,4
4607,2013-11-29,34.36,5
4607,2013-12-02,58.91,6
4607,2013-12-13,57.9,7
4607,2014-01-15,52.66,8
4607,2014-01-25,38.73,9
