ID,Education,Marital_Status,Income,Kidhome,Teenhome,Join_date,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_years,has_imputed_age,Age,Age_category,Minorhome,Adulthome,HouseholdSize,has_imputed_income,TotalSpend,NumAccepted,NumPurchases,MonthsSinceJoiningCapped,DaysSinceJoin,PercentGold,PercentDealPurchases,SpendPerPurchase,SpendPerMonth,PurchasesPerMonth,SpendPercIncomeMonth
3762,PhD,Single,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,22,0,28,25-34,0,1,1,0,871,1,16,18.115068493150684,551,0.06199770378874857,0.0625,54.4375,48.08151845130067,0.8832425892317,0.008258236669895773
4391,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,18,0,46,45-54,1,1,2,0,777,0,21,17.49041095890411,532,0.16859716859716858,0.047619047619047616,37.0,44.42434210526316,1.200657894736842,0.008350309444763677
4669,Basic,Married,24480.0,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,12,0,33,25-34,1,2,3,0,85,0,7,19.75890410958904,601,0.2,0.42857142857142855,12.142857142857142,4.301858014420411,0.35427066001109264,0.002108753928637456
1672,PhD,Together,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,22,0,40,35-44,1,2,3,0,395,0,14,7.167123287671233,218,0.1670886075949367,0.07142857142857142,28.214285714285715,55.11276758409786,1.9533639143730888,0.010075460253034343
8962,Master,Married,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,18,0,39,35-44,2,2,4,0,34,0,5,5.621917808219178,171,0.08823529411764706,0.4,6.8,6.04775828460039,0.8893762183235868,0.00163751662752329
9974,Graduation,Married,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,16,0,40,35-44,1,2,3,0,50,0,6,14.794520547945204,450,0.4,0.16666666666666666,8.333333333333334,3.3796296296296298,0.4055555555555556,0.0013240036419168671
10983,Graduation,Together,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,16,0,62,55-64,0,2,2,0,856,0,22,20.186301369863013,614,0.08644859813084112,0.045454545454545456,38.90909090909091,42.40499457111835,1.0898479913137893,0.0067597430172616196
8148,Master,Together,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,18,0,58,55-64,2,2,4,0,724,0,20,20.876712328767123,635,0.18646408839779005,0.65,36.2,34.67979002624672,0.958005249343832,0.008176303200812618
10102,Graduation,Widow,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,16,0,48,45-54,0,1,1,0,1450,0,21,4.8,146,0.019310344827586208,0.047619047619047616,69.04761904761905,302.08333333333337,4.375,0.045343106596952946
4697,Master,Divorced,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,18,0,65,65-74,0,1,1,0,339,0,13,15.747945205479452,479,0.1504424778761062,0.23076923076923078,26.076923076923077,21.526617954070982,0.8255045233124565,0.007293861967722266
9262,2n Cycle,Together,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,18,0,30,25-34,0,2,2,0,40,1,4,15.057534246575342,458,0.3,0.25,10.0,2.656477438136827,0.26564774381368267,0.0009834555827001273
7254,Graduation,Together,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,16,0,45,45-54,1,2,3,0,123,0,7,9.271232876712329,282,0.11382113821138211,0.42857142857142855,17.571428571428573,13.266843971631205,0.7550236406619385,0.004150103690195106
4543,Graduation,Married,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,16,0,34,25-34,0,2,2,0,1716,1,18,23.145205479452056,704,0.1182983682983683,0.05555555555555555,95.33333333333333,74.140625,0.7776988636363636,0.010784483072111713
4927,Graduation,Together,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,16,0,43,35-44,2,2,4,0,55,0,6,8.646575342465754,263,0.23636363636363636,0.5,9.166666666666666,6.360899873257288,0.6939163498098859,0.004591050070918288
10451,Graduation,Together,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,16,0,49,45-54,2,2,4,0,17,0,3,18.805479452054794,572,0.47058823529411764,0.3333333333333333,5.666666666666667,0.9039918414918415,0.15952797202797203,0.0003655938965321549
2926,Master,Together,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,18,0,62,55-64,1,2,3,0,1334,2,20,24.0,773,0.029985007496251874,0.15,66.7,55.583333333333336,0.8333333333333334,0.011921145287841148
2874,2n Cycle,Divorced,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,18,0,26,25-34,1,1,2,0,24,0,4,18.969863013698628,577,0.3333333333333333,0.25,6.0,1.2651646447140383,0.2108607741190064,0.0004290147998352114
9738,Master,Together,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,18,0,28,25-34,1,2,3,0,89,0,6,20.712328767123285,630,0.12359550561797752,0.16666666666666666,14.833333333333334,4.2969576719576725,0.2896825396825397,0.0012165217775560815
7119,Graduation,Single,68627.0,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,16,0,32,25-34,0,1,1,0,787,0,11,20.745205479452054,631,0.048284625158831,0.09090909090909091,71.54545454545455,37.936476492340205,0.530243000528262,0.006633507481138363
3924,PhD,Divorced,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,22,0,49,45-54,1,1,2,0,881,1,23,6.641095890410958,202,0.039727582292849034,0.21739130434782608,38.30434782608695,132.6588283828383,3.4632838283828384,0.027488360626365168
5827,Graduation,Divorced,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,16,0,56,55-64,2,1,3,0,52,0,7,5.654794520547945,172,0.19230769230769232,0.5714285714285714,7.428571428571429,9.195736434108527,1.237887596899225,0.0031308187371418693
5596,2n Cycle,Together,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,18,0,58,55-64,1,2,3,0,700,0,20,11.769863013698629,358,0.04,0.05,35.0,59.473929236499075,1.6992551210428308,0.012133203291987367
10812,PhD,Married,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,22,0,36,35-44,1,2,3,0,90,0,6,7.167123287671233,218,0.0,0.16666666666666666,15.0,12.557339449541285,0.8371559633027523,0.003249198382700378
1717,Graduation,Single,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,16,0,26,25-34,1,1,2,0,221,0,10,5.7534246575342465,175,0.23529411764705882,0.3,22.1,38.411904761904765,1.7380952380952381,0.011596921959968228
9491,Graduation,Together,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,16,0,30,25-34,1,2,3,0,41,0,7,9.271232876712329,282,0.6097560975609756,0.42857142857142855,5.857142857142857,4.422281323877068,0.7550236406619385,0.0022133540159544884
9274,Master,Married,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,18,0,53,45-54,0,2,2,0,1150,1,22,18.27945205479452,556,0.05478260869565217,0.045454545454545456,52.27272727272727,62.91217026378898,1.2035371702637891,0.009326078359054574
6609,Graduation,Widow,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,16,0,48,45-54,0,1,1,0,92,0,6,24.0,747,0.16304347826086957,0.16666666666666666,15.333333333333334,3.8333333333333335,0.25,0.0017013092684370148
6963,Graduation,Single,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,16,0,67,65-74,0,1,1,0,1146,1,17,7.035616438356164,214,0.009598603839441536,0.058823529411764705,67.41176470588235,162.8855140186916,2.4162772585669785,0.0252349841618485
4440,Master,Married,64100.0,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,18,0,50,45-54,1,2,3,0,536,1,17,12.821917808219178,390,0.018656716417910446,0.058823529411764705,31.529411764705884,41.80341880341881,1.3258547008547008,0.007825913036521462
1379,Master,Together,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,18,0,22,18-24,0,2,2,0,226,0,10,17.293150684931508,526,0.06637168141592921,0.1,22.6,13.068757921419518,0.5782636248415716,0.003675301032506075
10032,Graduation,Divorced,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,16,0,38,35-44,1,1,2,0,36,0,7,8.547945205479452,260,0.4722222222222222,0.5714285714285714,5.142857142857143,4.211538461538462,0.8189102564102564,0.0040202419488076955
2826,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,16,0,47,45-54,3,2,5,0,35,0,5,11.243835616438355,342,0.05714285714285714,0.4,7.0,3.1128167641325537,0.4446881091617934,0.0016547267285191211
2437,Graduation,Married,38872.0,0,0,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,16,0,25,25-34,0,2,2,1,1550,2,23,16.076712328767123,489,0.03935483870967742,0.043478260869565216,67.3913043478261,96.41274710293116,1.4306407634628495,0.02976314481465255
6320,Master,Single,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,18,0,38,35-44,0,1,1,0,1494,0,22,19.923287671232877,606,0.009370816599732263,0.045454545454545456,67.9090909090909,74.98762376237623,1.1042354235423542,0.012693093607951627
3050,Graduation,Married,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,16,0,48,45-54,2,2,4,0,218,0,10,9.6,292,0.0779816513761468,0.6,21.8,22.708333333333336,1.0416666666666667,0.005027860806671834
231,Master,Together,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,18,0,58,55-64,2,2,4,0,31,0,5,6.838356164383561,208,0.03225806451612903,0.4,6.2,4.533253205128205,0.7311698717948718,0.001886301136015065
2392,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,16,0,42,35-44,2,2,4,0,75,0,6,14.235616438356164,433,0.36,0.3333333333333333,12.5,5.268475750577367,0.4214780600461894,0.0015679598473978423
9478,Graduation,Single,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,16,0,29,25-34,1,1,2,0,351,0,13,24.0,782,0.14245014245014245,0.15384615384615385,27.0,14.625,0.5416666666666666,0.0026389786926905552
113,Graduation,Married,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,16,0,63,55-64,2,2,4,0,22,0,4,14.663013698630136,446,0.2727272727272727,0.5,5.5,1.500373692077728,0.2727952167414051,0.0005839355335170998
2863,Graduation,Single,43322.0,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,16,0,44,35-44,3,1,4,1,1032,2,15,13.413698630136986,408,0.01937984496124031,0.4,68.8,76.93627450980392,1.1182598039215685,0.021311003511325588
1802,Graduation,Married,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,16,0,43,35-44,1,2,3,0,603,0,18,20.58082191780822,626,0.12769485903814262,0.16666666666666666,33.5,29.2991214057508,0.8746006389776357,0.00542618191016297
520,Graduation,Married,34421.0,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,16,0,40,35-44,1,2,3,0,21,0,3,15.156164383561643,461,0.42857142857142855,0.3333333333333333,7.0,1.3855748373101953,0.19793926247288504,0.00048304517729648596
8275,PhD,Divorced,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,22,0,49,45-54,2,1,3,0,19,0,3,7.824657534246575,238,0.05263157894736842,0.3333333333333333,6.333333333333333,2.4282212885154064,0.38340336134453784,0.0006196417961123844
9750,PhD,Divorced,64325.0,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,22,0,53,45-54,1,1,2,0,1234,0,18,19.89041095890411,605,0.05915721231766612,0.2777777777777778,68.55555555555556,62.039944903581265,0.9049586776859504,0.011573716888347844
2607,Graduation,Single,40464.0,0,1,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,16,0,61,55-64,1,1,2,0,589,0,18,20.778082191780822,632,0.06960950764006792,0.3333333333333333,32.72222222222222,28.347178270042193,0.8662974683544303,0.008406636497640034
7214,Graduation,Married,62187.0,0,0,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,16,0,57,55-64,0,2,2,0,1157,0,17,15.024657534246575,457,0.10890233362143474,0.058823529411764705,68.05882352941177,77.00674690007294,1.1314733770970096,0.014859712846750531
5835,PhD,Divorced,14849.0,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,22,0,38,35-44,1,1,2,0,56,0,6,15.123287671232877,460,0.16071428571428573,0.5,9.333333333333334,3.7028985507246377,0.3967391304347826,0.0029924427644080847
3896,Graduation,Married,27255.0,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,16,0,30,25-34,1,2,3,0,35,0,4,10.915068493150685,332,0.05714285714285714,0.25,8.75,3.2065763052208838,0.36646586345381527,0.0014118112516107357
10350,PhD,Married,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,22,0,64,55-64,3,2,5,0,38,0,4,16.898630136986302,514,0.0,0.25,9.5,2.248702983138781,0.23670557717250323,0.0004957458075702779
7786,PhD,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,22,0,28,25-34,1,1,2,0,149,0,8,19.693150684931506,599,0.0738255033557047,0.5,18.625,7.5660823594880355,0.4062326099053979,0.0030265338282561565
2861,Graduation,Single,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,16,0,31,25-34,1,1,2,0,19,0,3,17.654794520547945,537,0.21052631578947367,0.3333333333333333,6.333333333333333,1.0761949099937926,0.16992551210428306,0.0005364879910238248
663,PhD,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,22,0,25,25-34,0,1,1,0,65,0,5,12.789041095890411,389,0.09230769230769231,0.2,13.0,5.082476435304199,0.39095972579263066,0.0017940262743749377
10675,PhD,Married,66334.0,0,1,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,22,0,58,55-64,1,2,3,0,1138,0,17,18.082191780821915,550,0.020210896309314587,0.11764705882352941,66.94117647058823,62.934848484848494,0.9401515151515153,0.011385084297919347
2521,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,18,0,43,35-44,1,2,3,0,41,1,4,20.810958904109587,633,0.43902439024390244,0.25,10.25,1.9701158504476042,0.19220642443391261,0.0006720504350836105
9592,Graduation,Together,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,16,0,31,25-34,1,2,3,0,25,0,5,15.18904109589041,462,0.32,0.4,5.0,1.645923520923521,0.3291847041847042,0.0008973685711532145
10151,Graduation,Divorced,62204.0,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,16,0,54,45-54,2,1,3,0,807,0,21,24.0,753,0.17224287484510534,0.047619047619047616,38.42857142857143,33.625,0.875,0.0064867211111825605
7381,Graduation,Divorced,75693.0,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,16,0,46,45-54,0,1,1,0,1412,3,21,21.96164383561644,668,0.021246458923512748,0.047619047619047616,67.23809523809524,64.2939121756487,0.9562125748502994,0.01019284406890709
4099,Graduation,Married,30675.0,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,16,0,42,35-44,1,2,3,0,41,0,4,22.75068493150685,692,0.5121951219512195,0.25,10.25,1.8021435452793835,0.1758188824662813,0.0007049950299381451
9560,Graduation,Together,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,16,0,49,45-54,0,2,2,0,1552,1,21,19.101369863013698,581,0.07860824742268041,0.047619047619047616,73.9047619047619,81.25071715433161,1.099397590361446,0.01174666705844342
1150,PhD,Together,83532.0,0,0,2013-09-26,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,22,1,44,35-44,0,2,2,0,1629,1,14,12.295890410958904,374,0.13750767341927564,0.07142857142857142,116.35714285714286,132.48328877005346,1.1385918003565063,0.019032220768575414
10172,Graduation,Single,68655.0,0,0,2012-08-10,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,16,0,26,25-34,0,1,1,0,1500,0,20,24.0,786,0.025333333333333333,0.05,75.0,62.5,0.8333333333333334,0.010924186148131964
11191,Graduation,Divorced,41411.0,0,0,2013-12-07,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,16,0,28,25-34,0,1,1,0,121,0,7,9.92876712328767,302,0.1487603305785124,0.14285714285714285,17.285714285714285,12.186810154525388,0.7050220750551877,0.0035314704270436514
9707,PhD,Married,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,22,0,45,45-54,1,2,3,0,1148,2,17,22.38904109589041,681,0.029616724738675958,0.17647058823529413,67.52941176470588,51.275085658345574,0.7593000489476261,0.011144335070277239
6245,PhD,Together,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,22,0,64,55-64,1,2,3,0,493,0,16,15.747945205479452,479,0.028397565922920892,0.125,30.8125,31.305671537926237,1.0160055671537926,0.006335897902838745
8234,Basic,Together,27190.0,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,12,0,41,35-44,1,2,3,0,15,1,3,13.676712328767122,416,0.2,0.3333333333333333,5.0,1.0967548076923077,0.21935096153846156,0.00048404037117718614
1411,Graduation,Divorced,82623.0,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,16,0,62,55-64,0,1,1,0,767,0,15,10.816438356164383,329,0.2255541069100391,0.06666666666666667,51.13333333333333,70.91058763931105,1.3867781155015197,0.010298912550642468
8553,Graduation,Married,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,16,0,49,45-54,2,2,4,0,39,0,4,15.419178082191781,469,0.07692307692307693,0.5,9.75,2.529317697228145,0.2594171997157072,0.0006851424913484817
1826,Graduation,Divorced,84835.0,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,16,0,44,35-44,0,1,1,0,972,0,14,3.6493150684931503,111,0.2242798353909465,0.07142857142857142,69.42857142857143,266.35135135135135,3.8363363363363367,0.03767567886151018
8842,Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,16,0,43,35-44,2,1,3,0,37,0,5,21.336986301369862,649,0.1891891891891892,0.6,7.4,1.7340780688238315,0.23433487416538265,0.0006851355467498347
11030,Master,Married,33181.0,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,18,0,38,35-44,1,2,3,0,12,1,3,9.041095890410958,275,0.3333333333333333,0.3333333333333333,4.0,1.3272727272727274,0.33181818181818185,0.00048001183590828267
2579,Graduation,Married,71113.0,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,16,0,57,55-64,1,2,3,0,827,0,22,9.6,292,0.009673518742442563,0.18181818181818182,37.59090909090909,86.14583333333334,2.291666666666667,0.014536723243288852
175,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,16,0,28,25-34,1,2,3,0,1350,2,20,20.810958904109587,633,0.06888888888888889,0.1,67.5,64.8696682464455,0.961032122169563,0.010818823923690043
9185,PhD,Single,69759.0,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,22,0,48,45-54,0,1,1,0,1029,0,15,11.243835616438355,342,0.0,0.2,68.6,91.51681286549709,1.3340643274853803,0.015742796691265142
11056,Graduation,Married,72099.0,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,16,0,40,35-44,0,2,2,0,1166,0,17,23.276712328767122,708,0.018867924528301886,0.058823529411764705,68.58823529411765,50.09298493408663,0.730343691148776,0.008337366942801419
9365,PhD,Single,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,22,0,38,35-44,1,1,2,0,1265,0,19,21.435616438356163,652,0.009486166007905139,0.2631578947368421,66.57894736842105,59.01393149284254,0.8863752556237219,0.011802786298568508
6201,Graduation,Single,38643.0,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,16,0,36,35-44,2,1,3,0,39,0,5,10.191780821917808,310,0.2564102564102564,0.4,7.8,3.8266129032258065,0.4905913978494624,0.001188296841309155
2061,Graduation,Married,50737.0,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,16,0,59,55-64,1,2,3,0,89,1,6,16.832876712328765,512,0.11235955056179775,0.16666666666666666,14.833333333333334,5.287272135416667,0.35644531250000006,0.0012505127544986895
6184,PhD,Married,68462.0,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,22,0,45,45-54,0,2,2,0,1622,0,14,21.764383561643836,662,0.029593094944512947,0.07142857142857142,115.85714285714286,74.5254279959718,0.6432527693856999,0.013062795944489811
6142,Master,Married,65073.0,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,18,0,71,65-74,0,2,2,0,892,0,13,13.512328767123288,411,0.008968609865470852,0.07692307692307693,68.61538461538461,66.01378751013787,0.9620843471208435,0.012173489006525817
4107,PhD,Together,46681.0,0,2,2013-10-08,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,22,0,66,65-74,2,2,4,0,387,0,14,11.901369863013699,362,0.09819121447028424,0.14285714285714285,27.642857142857142,32.517265193370164,1.1763351749539595,0.008359015066524752
7274,Graduation,Married,78618.0,0,0,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,16,0,57,55-64,0,2,2,0,2092,1,21,24.0,737,0.029158699808795412,0.047619047619047616,99.61904761904762,87.16666666666667,0.875,0.013304841130529904
9336,PhD,Widow,62187.0,0,1,2014-03-22,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,22,0,45,45-54,1,1,2,0,595,0,18,6.476712328767123,197,0.06890756302521009,0.16666666666666666,33.05555555555556,91.8675972927242,2.7791878172588835,0.017727357285488774
2958,Graduation,Married,28442.0,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,16,0,36,35-44,2,2,4,0,51,0,7,7.331506849315068,223,0.11764705882352941,0.42857142857142855,7.285714285714286,6.95627802690583,0.9547832585949179,0.002934932013320792
5837,Graduation,Married,51479.0,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,16,0,47,45-54,2,2,4,0,429,0,15,21.23835616438356,646,0.15151515151515152,0.4666666666666667,28.6,20.199303405572756,0.7062693498452013,0.004708553796050293
10704,Graduation,Single,54803.0,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,16,0,45,45-54,1,1,2,0,551,0,17,24.0,775,0.2577132486388385,0.11764705882352941,32.411764705882355,22.958333333333332,0.7083333333333334,0.0050270970567304705
5125,Graduation,Married,79530.0,0,0,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,16,0,54,45-54,0,2,2,0,1319,0,25,16.635616438356163,506,0.021986353297952996,0.04,52.76,79.28771409749672,1.502799736495389,0.011963442338362386
4432,Graduation,Divorced,31615.0,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,16,0,38,35-44,1,1,2,0,42,0,5,18.673972602739724,568,0.21428571428571427,0.4,8.4,2.2491197183098595,0.26775234741784043,0.0008536908625563281
5955,Graduation,Together,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,16,0,52,45-54,0,2,2,0,1699,0,15,22.586301369863012,687,0.13713949381989404,0.06666666666666667,113.26666666666667,75.22258612324116,0.6641193595342068,0.012532746039276555
2928,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,22,0,39,35-44,1,1,2,0,952,0,14,22.126027397260273,673,0.03991596638655462,0.14285714285714285,68.0,43.02625061911838,0.6327389796929173,0.009813262770924478
5680,2n Cycle,Married,35684.0,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,18,0,30,25-34,1,2,3,0,27,0,4,5.457534246575342,166,0.1111111111111111,0.25,6.75,4.947289156626506,0.7329317269076305,0.0016636999742046317
10313,Graduation,Married,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,16,0,39,35-44,2,2,4,0,216,0,10,23.243835616438353,707,0.17592592592592593,0.6,21.6,9.292786421499294,0.4302215935879303,0.00231461324791381
2557,Master,Single,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,18,0,44,35-44,1,1,2,0,18,1,4,13.216438356164383,402,0.6111111111111112,0.25,4.5,1.3619402985074627,0.30265339966832505,0.0005531096379480692
1245,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,16,0,48,45-54,1,1,2,0,1270,1,19,22.783561643835615,693,0.07952755905511812,0.21052631578947367,66.84210526315789,55.74194324194325,0.833934583934584,0.010482734977328302
